Moisture,ADC,Temperature,Humidity
8.71,2938,30.2,57
26.55,2851,30.2,57
17.14,2902,30.3,57
5.84,2949,30.3,57
27.31,2846,30.3,57
16.49,2905,30.5,57
7.94,2941,30.5,57
27.46,2845,30.5,57
17.56,2900,30.1,57
10.22,2932,30.1,57
27.76,2843,30.1,57
17.35,2901,30.9,57
4.22,2955,30.9,57
29.43,2831,30.9,57
16.92,2903,30.8,57
-492.06,3678,30.8,57
26.24,2853,30.8,57
17.35,2901,30.2,57
8.96,2937,30.2,57
36.73,2688,30.2,57
17.98,2898,30.3,57
6.9,2945,30.3,57
29.03,2834,30.3,57
16.28,2906,30.9,57
11.68,2926,30.9,57
29.56,2830,30.9,57
17.98,2898,30.8,57
7.42,2943,30.8,57
29.16,2833,30.8,57
17.35,2901,30.2,57
6.9,2945,30.2,57
22.67,2874,30.2,57
16.92,2903,30.9,57
18.19,2897,30.9,57
27.46,2845,30.9,57
17.77,2899,30.8,57
8.46,2939,30.8,57
29.16,2833,30.8,57
17.35,2901,30.6,57
6.64,2946,30.6,57
29.16,2833,30.6,57
17.98,2898,30.6,57
7.42,2943,30.6,57
28.47,2838,30.6,57
17.98,2898,30.5,57
7.16,2944,30.5,57
29.69,2829,30.5,57
17.35,2901,30.5,57
3.39,2958,30.5,57
26.08,2854,30.5,57
16.71,2904,30.5,57
7.68,2942,30.5,57
27.16,2847,30.5,57
17.56,2900,30.1,57
8.71,2938,30.1,57
27.9,2842,30.1,57
17.14,2902,30.7,57
3.11,2959,30.7,57
29.56,2830,30.7,57
17.77,2899,30.6,57
6.9,2945,30.6,57
28.47,2838,30.6,57
17.35,2901,30,57
7.68,2942,30,57
27.9,2842,30,57
16.28,2906,30.7,57
7.16,2944,30.7,57
26.55,2851,30.7,57
16.49,2905,30.6,57
6.11,2948,30.6,57
28.33,2839,30.6,57
17.77,2899,30.1,57
10.71,2930,30.1,57
29.3,2832,30.1,57
16.49,2905,30.9,57
7.16,2944,30.9,57
28.05,2841,30.9,57
17.35,2901,30.8,57
3.67,2957,30.8,57
30.58,2822,30.8,57
8.71,2938,30.7,57
4.76,2953,30.7,57
29.56,2830,30.7,57
18.19,2897,30.6,57
7.16,2944,30.6,57
13.22,2510,30.6,57
15.17,2911,30.6,57
7.16,2944,30.6,57
29.3,2832,30.6,57
16.92,2903,30,57
10.47,2931,30,57
25.76,2856,30,57
17.35,2901,30.2,57
6.11,2948,30.2,57
29.69,2829,30.2,57
17.56,2900,30.3,57
6.37,2947,30.3,57
27.9,2842,30.3,57
17.35,2901,30.4,57
8.46,2939,30.4,57
29.3,2832,30.4,57
18.4,2896,30.5,57
4.76,2953,30.5,57
29.03,2834,30.5,57
17.35,2901,30.1,57
11.2,2928,30.1,57
29.03,2834,30.1,57
16.92,2903,30.9,57
5.57,2950,30.9,57
22.58,2555,30.9,57
16.06,2907,30.2,57
1.99,2963,30.2,57
33.18,2798,30.2,57
32.99,2800,30.3,57
14.27,2915,30.3,57
28.33,2839,30.3,57
17.35,2901,30.4,57
11.44,2927,30.4,57
28.33,2839,30.4,57
17.35,2901,30.1,57
7.16,2944,30.1,57
32.12,2621,30.1,57
17.98,2898,30.3,57
8.46,2939,30.3,57
29.3,2832,30.3,57
17.35,2901,30.3,57
7.16,2944,30.3,57
29.16,2833,30.3,57
17.77,2899,30.3,57
8.71,2938,30.3,57
28.61,2837,30.3,57
17.14,2902,30.9,57
9.47,2935,30.9,57
-62.41,2297,30.9,57
17.77,2899,30.2,57
6.9,2945,30.2,57
27.31,2846,30.2,57
18.19,2897,30.9,57
-80.03,3168,30.9,57
26.24,2853,30.9,57
17.14,2902,30.2,57
8.71,2938,30.2,57
29.95,2827,30.2,57
18.19,2897,30.9,57
13.34,2919,30.9,57
29.16,2833,30.9,57
16.92,2903,30.2,57
4.22,2955,30.2,57
31.4,2815,30.2,57
16.92,2903,30.9,57
7.42,2943,30.9,57
27.16,2847,30.9,57
17.77,2899,30.2,57
9.47,2935,30.2,57
25.6,2857,30.2,57
9.72,2934,30.4,57
7.42,2943,30.4,57
29.16,2833,30.4,57
17.98,2898,30.5,57
5.57,2950,30.5,57
28.33,2839,30.5,57
17.56,2900,30.5,57
7.42,2943,30.5,57
29.3,2832,30.5,57
17.35,2901,30.5,57
7.94,2941,30.5,57
30.94,2819,30.5,57
17.98,2898,30.8,57
6.37,2947,30.8,57
22.31,2876,30.8,57
17.77,2899,30.2,57
-3.29,2981,30.2,57
30.45,2823,30.2,57
17.77,2899,30.3,57
8.46,2939,30.3,57
-17.41,3024,30.3,57
17.35,2901,30.4,57
10.71,2930,30.4,57
27.76,2843,30.4,57
17.77,2899,30.1,57
8.2,2940,30.1,57
28.89,2835,30.1,57
17.35,2901,30.9,57
8.71,2938,30.9,57
36.88,2736,30.9,57
18.4,2896,30.2,57
8.96,2937,30.2,57
28.61,2837,30.2,57
17.77,2899,30.3,57
9.97,2933,30.3,57
29.16,2833,30.3,57
17.35,2901,30.4,57
14.49,2914,30.4,57
28.05,2841,30.4,57
17.77,2899,30.1,57
11.2,2928,30.1,57
29.3,2832,30.1,57
17.35,2901,30.9,57
9.72,2934,30.9,57
28.61,2837,30.9,57
17.56,2900,30.8,57
6.37,2947,30.8,57
29.56,2830,30.8,57
18.4,2896,30.8,57
4.22,2955,30.8,57
27.31,2846,30.8,57
